통계표,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율
2020-06-01,"1,237.60",172.62,"1,149.12","1,375.59",,,,,,,,,"1,527.88",897.98,"1,288.43",823.93,766.63,,,159.61,41.31,0.44,3,38.88,876.27,8.47,284.67,24.52,5.32,876.27,16.37,7.59,14.57,55.66,231.92,18.07,131.26,184.55,127.09,17.64,3.96,309.67,51.08,329.54,339.84,352.83,"1,745.56","4,009.72","3,281.02",336.94,181.62,70.33,77.84
2020-06-02,"1,227.80",172.18,"1,141.66","1,366.66",,,,,,,,,"1,532.85",904.16,"1,277.69",833.37,772.1,,,158.4,41.06,0.44,3.01,38.78,872.26,8.4,284.58,24.4,5.28,872.26,16.26,7.5,14.46,55.65,228.77,17.91,131.09,183.3,127.59,17.76,3.96,310.4,51.07,327.06,334.95,351.51,"1,731.73","3,985.07","3,251.59",334.26,180.22,70.65,77.07
2020-06-03,"1,224.10",171.8,"1,126.39","1,367.38",,,,,,,,,"1,536.06",905.2,"1,272.52",843.65,779.14,,,157.93,40.94,0.44,3.05,38.79,874.11,8.49,286.37,24.39,5.26,874.11,16.3,7.4,14.42,56.17,235.37,17.83,131.07,183.45,128.27,17.81,3.95,311.84,51.43,326.12,333.54,352.17,"1,726.52","3,973.06","3,241.79",333.26,182.48,71.33,76.48
2020-06-04,"1,216.90",171.09,"1,116.52","1,366.82",,,,,,,,,"1,530.19",901.47,"1,265.76",842.82,782.16,,,157.02,40.75,0.43,3.03,38.55,870.61,8.63,285.83,24.4,5.23,870.61,16.16,7.42,14.33,56.02,240.36,17.7,131.02,183.36,128.75,17.77,3.96,309.9,51.33,324.16,334.15,349.93,"1,716.36","3,949.69","3,222.72",331.3,180.77,71.92,75.68
2020-06-05,"1,217.40",170.8,"1,114.89","1,380.65",,,,,,,,,"1,534.72",902.11,"1,273.76",845.91,787.29,,,157.08,40.77,0.43,3.03,38.6,871.06,8.64,284.94,24.35,5.23,871.06,16.14,7.45,14.33,55.6,237.84,17.69,132.43,185.2,130.25,17.62,4,311.24,51.76,324.21,331.58,352.54,"1,717.07","3,951.70","3,224.05",331.43,180.25,72.03,74.97
2020-06-08,"1,213.10",170.63,"1,106.29","1,371.35",,,,,,,,,"1,541.91",905.1,"1,261.48",848.14,791.37,,,156.53,40.81,0.43,3.04,38.51,871.57,8.75,284.26,24.34,5.22,871.57,16.05,7.43,14.28,56.42,244.61,17.6,132.31,183.92,130.69,17.77,3.99,309.08,51.5,323.05,330.41,349.66,"1,711.00","3,943.12","3,216.92",330.28,179.34,72.14,74.79
2020-06-09,"1,204.20",170.06,"1,110.53","1,360.08",,,,,,,,,"1,533.43",900.24,"1,257.19",846.01,790.38,,,155.38,40.58,0.43,3.03,38.34,867.42,8.67,282.18,24.14,5.18,867.42,15.97,7.37,14.17,56.01,249.68,17.44,130.79,182.44,130.03,17.67,3.96,307.49,51.18,320.95,327.94,348.79,"1,698.45","3,909.11","3,189.09",327.84,177.56,72.23,74.33
2020-06-10,"1,197.70",169.25,"1,111.30","1,358.25",,,,,,,,,"1,524.01",892.64,"1,259.87",833.3,779.34,,,154.54,40.28,0.43,2.99,38.23,861.93,8.62,280.13,23.97,5.16,861.93,15.86,7.3,14.1,54.72,244.42,17.33,130.17,182.18,129.12,17.43,3.94,305.67,51.19,319.22,328.95,347.74,"1,689.28","3,890.28","3,171.88",326.07,176.27,71.97,73.98
2020-06-11,"1,194.40",168.77,"1,117.20","1,359.41",,,,,,,,,"1,522.80",890.98,"1,266.86",835.24,780.18,,,154.12,40.37,0.43,2.98,38.41,863.41,8.54,280.94,23.9,5.15,863.41,15.78,7.26,14.07,54.61,240.13,17.25,130.11,182.36,128.32,17.45,3.96,305.21,51.15,318.29,325.05,347.59,"1,684.63","3,884.23","3,163.14",325.17,176.28,72.31,73.77
2020-06-12,"1,192.80",168.84,"1,116.91","1,347.21",,,,,,,,,"1,500.54",874.78,"1,263.56",815.58,765.3,,,153.9,40.16,0.42,2.98,38.39,855.97,8.51,280.69,23.65,5.14,855.97,15.7,7.25,14.04,52.21,239.69,17.21,127.78,180.73,123.85,17.01,3.9,301.37,50.34,317.91,324.44,343.91,"1,682.37","3,879.02","3,158.90",324.73,174.46,69.36,73.72
2020-06-15,"1,206.60",170.4,"1,123.62","1,357.12",,,,,,,,,"1,509.34",885.64,"1,267.30",824.71,775.24,,,155.68,40.7,0.43,2.98,38.95,865.66,8.54,282.54,24,5.2,865.66,15.87,7.34,14.2,53.82,238.86,17.39,129.04,182.03,124.51,17.3,3.91,305.22,50.82,321.5,328.64,346.81,"1,701.83","3,921.61","3,200.19",328.51,176.96,70.4,74.45
2020-06-16,"1,210.80",170.71,"1,127.27","1,371.29",,,,,,,,,"1,528.15",893.65,"1,275.87",840.11,785.51,,,156.23,40.85,0.43,2.98,39.08,870.77,8.58,283.03,24.1,5.21,870.77,15.94,7.34,14.25,54.52,234.84,17.46,130.59,183.94,127.12,17.39,3.96,310.53,51.1,322.71,329.83,348.3,"1,707.76","3,932.70","3,206.57",329.64,177.38,70.8,74.79
2020-06-17,"1,206.60",170.82,"1,123.73","1,358.93",,,,,,,,,"1,516.82",890.84,"1,268.50",830.93,778.38,,,155.69,40.67,0.43,2.98,38.75,865.29,8.56,282.08,24.06,5.2,865.29,15.82,7.3,14.21,54.03,230.07,17.33,128.72,182.26,126.09,17.32,3.93,305.53,51.09,321.63,328.66,348.69,"1,701.83","3,922.63","3,195.44",328.49,176.49,69.98,74.57
2020-06-18,"1,214.50",171.61,"1,135.26","1,365.89",,,,,,,,,"1,525.05",895.12,"1,280.11",836,784.2,,,156.7,40.99,0.43,3,39.01,871.52,8.62,283.73,24.28,5.24,871.52,15.92,7.33,14.3,54.4,232.26,17.44,130.22,183.22,127.55,17.45,3.96,306.03,51.35,323.75,333.49,351.33,"1,712.98","3,947.67","3,216.37",330.64,177.5,70.67,75.06
2020-06-19,"1,213.00",171.27,"1,133.91","1,359.47",,,,,,,,,"1,507.33",892.21,"1,274.96",831.94,780.44,,,156.51,40.96,0.43,3,39.03,870.25,8.61,283.54,24.18,5.23,870.25,15.88,7.32,14.29,53.43,225.55,17.41,128.64,182.36,127.08,17.35,3.92,305.32,50.97,323.35,333.15,351.61,"1,710.86","3,942.79","3,212.39",330.23,176.9,69.44,74.97
2020-06-22,"1,212.00",171.18,"1,134.57","1,354.89",,,,,,,,,"1,496.58",890.29,"1,272.84",827.49,775.98,,,156.38,40.95,0.43,3.01,39.08,866.98,8.6,284.01,24.21,5.22,866.98,15.89,7.28,14.27,53.5,228.16,17.38,128.07,181.72,125.3,17.38,3.92,303.1,50.86,323.04,329.9,351.56,"1,707.52","3,939.03","3,212.55",329.98,176.96,69.58,74.84
2020-06-23,"1,213.20",171.48,"1,134.63","1,367.70",,,,,,,,,"1,514.98",897.74,"1,280.69",839.9,787.12,,,156.53,40.98,0.43,3.01,39.17,871.52,8.55,283.62,24.2,5.23,871.52,16.01,7.29,14.28,54.06,230.92,17.35,129.45,183.43,126.5,17.57,3.94,307.9,51.27,323.35,330.46,352.35,"1,711.14","3,940.88","3,217.18",330.3,177.2,70.05,74.98
2020-06-24,"1,210.10",171.23,"1,136.83","1,368.68",,,,,,,,,"1,515.23",893.29,"1,280.94",839.33,786.32,,,156.14,40.93,0.43,3.02,39.15,869.92,8.55,283.03,24.18,5.21,869.92,16.03,7.23,14.25,53.96,234.86,17.28,130.26,183.65,127.14,17.6,3.92,307.81,51.42,322.52,329.61,353.19,"1,706.77","3,933.62","3,204.71",329.44,176.61,70.29,74.84
2020-06-25,"1,202.90",170.22,"1,123.52","1,353.56",,,,,,,,,"1,493.10",881.76,"1,268.81",825.25,770.64,,,155.21,40.73,0.43,2.99,38.98,863.35,8.51,281.15,24.03,5.18,863.35,15.9,7.17,14.17,52.77,224.92,17.16,128.32,181.54,124.23,17.35,3.85,303.64,50.62,320.6,330.31,349.66,"1,696.61","3,912.51","3,185.65",327.48,175.47,69.08,74.34
2020-06-26,"1,205.20",170.33,"1,124.62","1,352.42",,,,,,,,,"1,497.64",883.97,"1,271.04",830.68,775.55,,,155.5,40.83,0.43,2.98,39.02,866.43,8.5,281.69,24.1,5.19,866.43,15.95,7.2,14.2,53.14,224.82,17.18,129.31,181.43,124.84,17.43,3.82,303.71,50.64,321.26,328.19,350.75,"1,699.86","3,916.17","3,191.74",328.11,175.8,70.28,74.58
2020-06-29,"1,198.60",169.33,"1,118.25","1,345.37",,,,,,,,,"1,478.89",875.91,"1,264.55",821.94,768.66,,,154.65,40.58,0.42,2.98,38.76,860.41,8.43,279.33,23.98,5.16,860.41,15.85,7.16,14.13,51.91,218.49,17.09,128.49,180.5,123.65,17.18,3.79,300.96,50.29,319.5,326.33,349.56,"1,690.55","3,894.72","3,178.89",326.33,174.9,69.41,73.99
2020-06-30,"1,200.70",169.66,"1,116.05","1,350.19",,,,,,,,,"1,477.40",879.12,"1,262.23",825.12,771.51,,,154.92,40.74,0.42,2.97,38.88,861.74,8.43,280.21,24.15,5.18,861.74,15.9,7.16,14.14,52.05,222.2,17.07,128.72,181.17,124.16,17.11,3.79,303.09,50.38,320.1,329.77,347.64,"1,693.51","3,901.04","3,179.82",326.89,175.16,69.56,74.3
2020-07-01,"1,198.50",169.43,"1,110.08","1,346.75",,,,,,,,,"1,485.42",882.94,"1,265.51",827.38,773.45,,,154.63,40.75,0.42,2.95,38.81,860.03,8.41,279.73,24.05,5.16,860.03,15.86,7.15,14.12,52.06,219.38,17.03,128.58,180.69,124.56,16.83,3.8,302.85,50.5,319.51,329.1,346.14,"1,690.41","3,892.50","3,178.79",326.29,174.9,69.06,74.21
2020-07-02,"1,201.60",169.91,"1,118.39","1,352.28",,,,,,,,,"1,499.48",885.03,"1,270.73",831.57,779.18,,,155.03,40.81,0.42,2.95,38.72,862.07,8.42,280.32,24.12,5.18,862.07,15.92,7.17,14.16,53.02,225.96,17.04,129.15,181.45,126.33,17,3.83,302.17,50.81,320.36,327.38,347.95,"1,694.78","3,904.47","3,182.20",327.13,175.47,70.45,74.52
2020-07-03,"1,201.00",169.85,"1,116.85","1,349.92",,,,,,,,,"1,497.65",885.46,"1,270.09",831.57,782.15,,,154.96,40.8,0.42,2.95,38.63,861.02,8.35,280.25,24.15,5.18,861.02,16.07,7.2,14.16,53.48,224.07,17.02,128.91,181.15,126.13,17.04,3.84,302.48,50.76,320.2,329.79,348.88,"1,693.94","3,902.52","3,185.25",326.99,175.25,70.7,74.5
2020-07-06,"1,200.40",169.9,"1,115.92","1,350.03",,,,,,,,,"1,497.56",885.9,"1,270.00",833.74,784.82,,,154.89,40.74,0.42,2.95,38.58,861.09,8.27,279.98,24.23,5.17,860.5,16.08,7.18,14.15,53.62,225.87,16.99,128.71,181.23,126.65,16.82,3.82,302.55,50.59,320.02,329.63,349.27,"1,691.78","3,899.94","3,183.66",326.82,174.89,70.29,74.55
2020-07-07,"1,196.80",169.69,"1,114.86","1,354.00",,,,,,,,,"1,495.34",883.9,"1,270.56",834.95,784.62,,,154.42,40.7,0.42,2.94,38.53,859.74,8.26,279.79,24.25,5.16,857.98,16.04,7.19,14.09,53.57,223.45,16.92,129.52,181.71,127.46,16.68,3.84,303.18,50.75,319.08,327.34,346.23,"1,688.01","3,888.24","3,174.11",325.82,174.41,70.44,74.52
2020-07-08,"1,192.90",170.24,"1,108.90","1,344.94",,,,,,,,,"1,495.84",876.58,"1,265.47",828.53,780.99,,,153.92,40.58,0.42,2.91,38.2,854.85,8.26,279.07,24.08,5.14,855.19,15.95,7.13,14.07,52.26,221.76,16.83,128.8,180.49,125.66,16.7,3.79,300.52,50.32,318.04,327.63,345.75,"1,682.51","3,875.57","3,163.77",324.76,173.88,69.51,74.42
2020-07-09,"1,195.80",170.27,"1,114.60","1,355.26",,,,,,,,,"1,508.14",884.53,"1,274.23",835.09,786.12,,,154.29,40.73,0.42,2.91,38.31,859.33,8.3,280.08,24.15,5.16,857.27,15.96,7.15,14.09,52.69,223.78,16.87,130.26,181.94,127.5,16.78,3.82,302.88,50.86,318.81,328.43,346.74,"1,686.60","3,884.99","3,171.46",325.55,174.28,70.59,74.64
2020-07-10,"1,194.50",171.01,"1,114.06","1,348.23",,,,,,,,,"1,505.37",879.31,"1,270.20",831.43,784.55,,,154.13,40.58,0.42,2.9,38.21,857.72,8.3,280.23,24.17,5.15,858.12,15.89,7.15,14.07,52.76,223.73,16.85,129.28,181,126.09,16.88,3.81,301.65,50.6,318.47,328,346.39,"1,684.77","3,880.77","3,168.01",325.2,174.07,70.87,74.7
2020-07-13,"1,202.40",171.63,"1,125.05","1,360.46",,,,,,,,,"1,519.05",884.77,"1,278.74",836.21,790.82,,,155.12,40.79,0.42,2.91,38.39,864.54,8.33,281.82,24.31,5.19,864.41,15.99,7.22,14.18,53.53,225.84,16.97,130.75,182.66,127.53,16.97,3.85,304.66,51.01,320.57,330.17,348.27,"1,694.60","3,906.43","3,188.97",327.37,175.17,71.46,75.22
2020-07-14,"1,200.30",171.49,"1,118.69","1,361.92",,,,,,,,,"1,507.46",882.15,"1,274.81",833.43,785.18,,,154.86,40.88,0.42,2.91,38.24,863.37,8.32,281.46,24.27,5.18,862.9,15.96,7.19,14.16,52.85,222.15,16.87,130.63,182.94,127.07,16.92,3.83,303.24,51.05,320.01,329.66,347.78,"1,692.95","3,899.61","3,183.40",326.78,174.96,71.3,75.16
2020-07-15,"1,206.40",172.1,"1,124.53","1,376.26",,,,,,,,,"1,516.44",886.93,"1,283.95",842.97,789.23,,,155.64,40.97,0.43,2.92,38.27,867.63,8.35,282.5,24.38,5.2,865.61,16,7.22,14.23,53.88,224.72,16.94,132.77,184.84,128.76,16.98,3.87,307.52,51.63,321.64,331.27,350.85,"1,701.55","3,919.43","3,199.58",328.44,175.72,72.17,75.59
2020-07-16,"1,200.70",171.59,"1,123.25","1,370.66",,,,,,,,,"1,511.62",888.88,"1,271.59",841.33,789.7,,,154.89,40.71,0.42,2.91,38.05,864.22,8.23,281.69,24.28,5.18,861.52,15.98,7.18,14.17,53.77,223.59,16.84,132.42,184.07,129.42,16.9,3.87,306.11,51.38,320.13,329.7,350.02,"1,693.51","3,900.91","3,184.46",326.89,175.07,72.4,75.18
2020-07-17,"1,204.10",172.22,"1,121.92","1,370.93",,,,,,,,,"1,511.87",886.67,"1,273.57",839.56,787.06,,,155.29,40.95,0.43,2.91,37.98,864.7,8.23,282.09,24.31,5.19,863.96,16.02,7.19,14.2,53.73,225.85,16.88,132.5,184.12,129.5,16.82,3.87,305.8,51.37,321.05,330.71,349.34,"1,698.31","3,911.96","3,193.48",327.81,175.56,71.85,75.47
2020-07-20,"1,205.70",172.26,"1,126.51","1,379.14",,,,,,,,,"1,515.38",887.92,"1,284.92",843.81,790.76,,,155.5,40.92,0.43,2.91,38.06,867.57,8.2,282.86,24.42,5.2,867.13,16.1,7.22,14.22,53.51,223.92,16.88,133.4,185.24,130,16.77,3.9,307.63,51.74,321.45,331.08,351.14,"1,699.37","3,917.15","3,197.72",328.26,175.82,72.24,75.42
2020-07-21,"1,203.70",172.18,"1,122.28","1,378.24",,,,,,,,,"1,523.94",889.62,"1,281.76",844.82,791.67,,,155.28,40.86,0.42,2.9,37.83,866.63,8.14,282.33,24.39,5.19,866.59,16.1,7.15,14.19,53.48,225.88,16.81,134.1,185.13,130.47,16.83,3.91,309.31,51.76,320.93,330.53,351.4,"1,697.74","3,914.47","3,192.67",327.7,175.55,72.4,75.37
2020-07-22,"1,198.10",171.43,"1,121.45","1,381.89",,,,,,,,,"1,524.88",890.75,"1,284.48",854.43,796.02,,,154.57,40.73,0.42,2.9,37.99,866.46,8.13,281.15,24.29,5.17,862.69,16.07,7.13,14.13,53.68,231.71,16.71,135.07,185.68,131.64,16.94,3.94,311.62,52.47,319.47,329.06,350.33,"1,689.84","3,900.70","3,177.73",326.18,175.42,72.99,74.97
2020-07-23,"1,193.70",171.26,"1,113.79","1,381.05",,,,,,,,,"1,520.59",890.29,"1,284.10",852.72,795,,,153.99,40.55,0.42,2.89,37.75,861.66,8.15,280.9,24.19,5.15,859.52,16,7.1,14.08,53.38,233.16,16.65,134.54,185.59,130.39,16.77,3.97,312.37,52.39,318.29,327.78,349.24,"1,683.64","3,889.92","3,166.06",324.98,174.35,72.57,74.65
2020-07-24,"1,198.50",171.04,"1,121.82","1,390.02",,,,,,,,,"1,526.53",894.14,"1,295.26",851.41,794.97,,,154.62,40.7,0.42,2.9,37.78,864.69,8.22,281.44,24.24,5.17,862.98,16.02,7.13,14.13,53.28,229.95,16.7,135.31,186.75,130.05,16.81,4.01,315.29,52.85,319.57,329.1,351.02,"1,690.41","3,906.45","3,178.79",326.29,175.14,71.96,74.95
2020-07-27,"1,201.30",171.15,"1,133.03","1,399.15",,,,,,,,,"1,536.34",894.62,"1,303.49",852.02,797.42,,,154.97,40.77,0.42,2.9,37.97,868.49,8.22,281.83,24.35,5.18,868.15,16.07,7.16,14.17,53.83,229.56,16.72,135.75,187.97,131.11,16.73,4.04,317.45,53.35,320.3,329.88,351.96,"1,694.36","3,917.75","3,186.05",327.07,175.51,72,75.18
2020-07-28,"1,196.60",170.78,"1,135.89","1,406.66",,,,,,,,,"1,541.82",896.73,"1,300.44",855.99,800.05,,,154.37,40.82,0.42,2.88,38.02,867.98,8.24,281.39,24.36,5.16,864.75,16,7.17,14.12,54.49,232.58,16.62,137.06,188.98,131.65,16.71,4.06,320.25,53.74,319.07,328.58,350.44,"1,687.73","3,910.59","3,173.58",325.77,174.08,72.89,74.83
2020-07-29,"1,195.10",170.75,"1,137.05","1,400.72",,,,,,,,,"1,544.97",893.1,"1,302.06",855.15,795.7,,,154.2,40.75,0.42,2.88,37.98,866.36,8.22,281.1,24.3,5.16,863.67,15.95,7.17,14.09,54.45,231.9,16.58,136.13,188.19,131.05,16.48,4.04,317.37,53.3,318.61,328.17,350.41,"1,685.61","3,905.56","3,170.03",325.36,172.09,72.4,74.79
2020-07-30,"1,195.20",170.65,"1,138.39","1,408.78",,,,,,,,,"1,552.62",896.09,"1,310.24",858.57,796.48,,,154.22,40.83,0.42,2.86,38.03,869.9,8.22,281.65,24.36,5.16,863.74,15.95,7.17,14.1,54.38,231.16,16.56,136.94,189.28,132.33,16.47,4.08,319.66,53.8,318.64,328.19,351.1,"1,685.75","3,907.16","3,170.29",325.41,171,72.29,74.84
2020-07-31,"1,191.40",170.26,"1,137.32","1,411.21",,,,,,,,,"1,560.38",887.71,"1,310.24",857.27,797.46,,,153.73,40.67,0.42,2.82,38,868.4,8.16,281.02,24.24,5.14,860.99,15.91,7.11,14.05,54.08,231.1,16.49,136.94,189.56,131.27,16.24,4.09,319.92,53.81,317.64,327.22,349.72,"1,680.39","3,899.58","3,160.21",324.35,170.53,71.08,74.6
2020-08-03,"1,189.10",170.01,"1,123.97","1,402.37",,,,,,,,,"1,558.02",887.72,"1,302.41",849.91,789.09,,,153.43,40.55,0.42,2.82,38.05,865.15,8.14,280.48,24.19,5.13,864.33,15.87,7.09,14.02,53.4,227.72,16.44,135.58,188.32,130.88,16.05,4.07,317.62,53.44,317.06,324.76,349.1,"1,677.15","3,887.85","3,154.28",323.74,170.57,69.7,74.46
2020-08-04,"1,193.70",170.99,"1,125.87","1,403.67",,,,,,,,,"1,560.76",891.15,"1,300.04",849.56,789.39,,,154.02,40.66,0.42,2.82,38.25,867.01,8.16,282.57,24.31,5.15,867.04,15.88,7.14,14.08,52.72,224.36,16.48,136.42,188.48,130.7,16.34,4.07,318.11,53.41,318.25,326.27,350,"1,683.64","3,899.32","3,166.48",324.98,171.38,69.42,74.75
2020-08-05,"1,193.50",170.86,"1,128.45","1,408.09",,,,,,,,,"1,559.79",896.63,"1,306.44",854.01,791.47,,,154,40.61,0.42,2.83,38.46,869.04,8.16,282.72,24.31,5.15,866.74,15.9,7.1,14.08,52.66,225.57,16.45,136.83,189.02,131.22,16.25,4.07,320.28,53.89,318.21,326.03,349.28,"1,683.36","3,900.96","3,165.87",324.93,172.22,68.68,74.64
2020-08-06,"1,190.30",170.91,"1,127.12","1,413.01",,,,,,,,,"1,562.21",897.46,"1,310.61",856.84,791.67,,,153.58,40.55,0.42,2.84,38.36,869.15,8.18,283.91,24.25,5.14,864.42,15.91,7.07,14.04,53.23,224.95,16.4,137.41,189.65,132.99,16.33,4.09,321.02,54.16,317.38,325.64,349.64,"1,678.84","3,893.94","3,157.29",324.05,168.58,68.7,74.42
2020-08-07,"1,184.30",170.64,"1,122.45","1,406.89",,,,,,,,,"1,556.64",889.92,"1,301.71",857.02,791.94,,,152.81,40.3,0.42,2.83,38.09,865.21,8.12,282.75,24.13,5.11,860.06,15.81,7.03,13.97,52.84,222.08,16.29,136.36,188.88,132.08,16.17,4.07,318.51,53.46,315.79,325.17,348.03,"1,670.38","3,877.23","3,141.55",322.42,163.05,67.94,74.16
2020-08-10,"1,185.90",170.42,"1,119.88","1,397.29",,,,,,,,,"1,547.78",885.89,"1,299.33",848.69,782.34,,,153.01,40.29,0.42,2.83,38.02,863.79,8.11,283.2,24.16,5.12,861.22,15.81,7.06,13.98,52.95,218.05,16.3,135.61,187.61,131.1,16.1,4.04,316.54,53.12,316.24,323.71,347.38,"1,672.64","3,880.31","3,145.79",322.87,162.76,67.19,74.08
2020-08-11,"1,186.70",170.37,"1,119.90","1,393.13",,,,,,,,,"1,551.43",888.38,"1,296.16",848.43,781.98,,,153.12,40.48,0.41,2.83,38.15,863.9,8.11,282.85,24.18,5.12,861.8,15.85,7.04,13.99,52.78,216.48,16.28,135.46,187.13,131.28,16.13,4.04,316.68,53.19,316.45,324.39,348.07,"1,673.77","3,879.37","3,147.91",323.07,161.69,67.03,74.24
2020-08-12,"1,184.90",170.41,"1,112.63","1,391.01",,,,,,,,,"1,546.83",890.63,"1,292.15",846.55,778.24,,,152.89,40.39,0.41,2.83,38.06,863.06,8.07,282.42,24.21,5.11,863,15.88,7.03,13.95,52.83,220.16,16.25,135.24,186.77,131.51,16.2,4.03,315.65,53.16,315.96,325.43,347.29,"1,671.23","3,874.12","3,142.97",322.58,163.79,67.68,74.15
2020-08-13,"1,186.00",170.64,"1,109.81","1,397.76",,,,,,,,,"1,545.95",895.03,"1,300.30",849.06,779.68,,,153.01,40.46,0.41,2.83,38.13,864.4,8.04,282.82,24.23,5.12,864.12,15.86,7.05,13.98,53.03,218.17,16.24,136.47,187.71,132.65,16.08,4.05,317.43,53.48,316.25,325.67,347.72,"1,672.78","3,874.55","3,145.97",322.88,161.79,67.89,74.26
2020-08-14,"1,183.60",170.66,"1,106.48","1,398.60",,,,,,,,,"1,546.85",895.31,"1,300.80",846.16,774.78,,,152.72,40.32,0.41,2.82,38.12,862.05,8.01,282.31,24.22,5.11,862.81,15.82,7.03,13.95,53.39,220.48,16.2,136.24,187.78,133.25,16.22,4.05,317.79,53.5,315.62,325.01,347.46,"1,669.39","3,870.25","3,139.69",322.23,161.12,67.92,74.3
2020-08-18,"1,185.80",170.76,"1,118.42","1,408.26",,,,,,,,,"1,553.99",896.8,"1,307.96",855.61,777.23,,,153,40.36,0.41,2.83,38.05,866.65,8.01,282.87,24.38,5.12,866.65,15.86,7.04,13.98,53.52,215.23,16.22,136.51,189.04,134.07,16.1,4.03,320.37,53.91,316.2,325.68,348.46,"1,672.50","3,878.08","3,145.69",322.83,160.6,67.8,74.46
2020-08-19,"1,185.10",171.1,"1,124.44","1,414.54",,,,,,,,,"1,569.43",900.33,"1,311.68",858.43,782.4,,,152.91,40.33,0.41,2.83,38.03,868.62,7.98,283.35,24.41,5.11,868.62,15.89,7.05,13.98,53.51,216.76,16.15,137.17,189.98,134.13,16.21,4.06,323.12,54.17,315.98,323.49,348.65,"1,671.51","3,879.85","3,143.67",322.66,160.72,68.43,74.35
2020-08-20,"1,182.30",171.1,"1,115.11","1,400.97",,,,,,,,,"1,550.23",894.87,"1,292.84",849.54,775.71,,,152.55,40.27,0.41,2.82,37.77,863.02,8,283.36,24.3,5.1,863.02,15.8,7.03,13.95,53.37,212.73,16.11,135.95,188.16,132.74,16.13,4.02,318.34,53.68,315.24,322.7,347.3,"1,667.56","3,871.95","3,136.16",321.88,162.35,68.47,74.22
2020-08-21,"1,186.30",171.55,"1,121.90","1,407.84",,,,,,,,,"1,568.23",900.18,"1,307.65",853.84,775.25,,,153.07,40.44,0.41,2.83,37.8,868,8.03,284.31,24.4,5.12,868,15.81,7.04,14,53.71,213.47,16.15,136.26,189.1,133.09,16.06,4.04,321.24,54.06,316.3,323.44,348.9,"1,673.20","3,878.06","3,146.77",322.97,162.48,68.74,74.47
2020-08-24,"1,185.30",171.75,"1,119.42","1,398.77",,,,,,,,,"1,552.51",899.8,"1,300.17",849.5,775.25,,,152.94,40.31,0.41,2.82,37.56,863.95,8.02,283.56,24.37,5.11,863.95,15.82,7.04,13.98,53.97,210.92,16.11,134.93,187.87,131.55,15.87,3.99,317.1,53.65,316.03,325.48,348.2,"1,671.79","3,880.50","3,144.12",322.7,161.81,69.16,74.54
2020-08-25,"1,190.00",172.09,"1,122.96","1,403.31",,,,,,,,,"1,555.15",900.42,"1,304.90",852.58,776.42,,,153.55,40.62,0.41,2.84,37.78,868.45,8.11,285,24.54,5.13,868.45,16.04,7.07,14.02,54.1,212.08,16.15,135.38,188.55,132.21,15.94,3.99,319.36,53.76,317.28,326.77,349.55,"1,678.42","3,892.07","3,156.58",323.97,161.33,70.17,74.89
