결산년도,당기순익
21년03월(1Q),"15,222"
20년12월(4Q),"11,834"
20년09월(3Q),"-1,888"
20년06월(2Q),"3,773"
20년03월(1Q),"5,527"
19년12월(4Q),"7,721"
19년09월(3Q),"4,605"
19년06월(2Q),"9,993"
19년03월(1Q),"9,538"
18년12월(4Q),"-2,033"
18년09월(3Q),"3,060"
18년06월(2Q),"8,107"
18년03월(1Q),"7,316"
17년12월(4Q),"12,879"
17년09월(3Q),"9,392"
17년06월(2Q),"9,136"
17년03월(1Q),"14,057"
16년12월(4Q),"10,688"
16년09월(3Q),"11,188"
