결산년도,당기순익
21년03월(1Q),"6,033"
20년12월(4Q),"5,520"
20년09월(3Q),"3,913"
20년06월(2Q),"2,347"
20년03월(1Q),"3,488"
19년12월(4Q),"5,821"
19년09월(3Q),"5,819"
19년06월(2Q),"6,446"
19년03월(1Q),"4,858"
18년12월(4Q),"4,198"
18년09월(3Q),"4,496"
18년06월(2Q),"5,529"
18년03월(1Q),"4,659"
17년12월(4Q),"-1,686"
17년09월(3Q),"4,822"
17년06월(2Q),"4,822"
17년03월(1Q),"7,619"
16년12월(4Q),"6,974"
16년09월(3Q),"7,058"
