결산년도,당기순익
21년03월(1Q),"153,145"
20년12월(4Q),"3,841"
20년09월(3Q),"2,353"
20년06월(2Q),907
20년03월(1Q),"1,349"
19년12월(4Q),"1,962"
19년09월(3Q),853
19년06월(2Q),278
19년03월(1Q),876
18년12월(4Q),"1,240"
18년09월(3Q),684
18년06월(2Q),"2,818"
18년03월(1Q),"1,538"
17년12월(4Q),"1,720"
17년09월(3Q),"2,158"
17년06월(2Q),"1,714"
17년03월(1Q),"2,109"
16년12월(4Q),"1,828"
16년09월(3Q),"1,980"
