결산년도,당기순익
21년03월(1Q),"71,417"
20년12월(4Q),"66,071"
20년09월(3Q),"93,607"
20년06월(2Q),"55,551"
20년03월(1Q),"48,849"
19년12월(4Q),"52,270"
19년09월(3Q),"62,877"
19년06월(2Q),"51,806"
19년03월(1Q),"50,436"
18년12월(4Q),"84,622"
18년09월(3Q),"131,507"
18년06월(2Q),"110,434"
18년03월(1Q),"116,885"
17년12월(4Q),"122,551"
17년09월(3Q),"111,934"
17년06월(2Q),"110,539"
17년03월(1Q),"76,844"
16년12월(4Q),"70,880"
16년09월(3Q),"45,379"
