통계표,4.1.1 시장금리(일별),
항목명1,국고채(3년),
단위,연%,
변환,원자료,
2021-02-17,0.986,
2021-02-18,0.985,
2021-02-19,0.996,
2021-02-22,1.02,
2021-02-23,1.02,
2021-02-24,1.006,
2021-02-25,0.995,
2021-02-26,1.02,
2021-03-02,1.021,
2021-03-03,1.019,
2021-03-04,1.03,
2021-03-05,1.066,
2021-03-08,1.139,
2021-03-09,1.206,
2021-03-10,1.182,
2021-03-11,1.179,
2021-03-12,1.223,
2021-03-15,1.238,
2021-03-16,1.177,
2021-03-17,1.177,
2021-03-18,1.133,
2021-03-19,1.146,
2021-03-22,1.13,
2021-03-23,1.132,
2021-03-24,1.115,
2021-03-25,1.089,
2021-03-26,1.117,
2021-03-29,1.119,
2021-03-30,1.155,
2021-03-31,1.133,
   4.1.1 시장금리(일별),,
통계담당 : 한국은행 금융시장국 채권시장팀(02-759-5630),자금시장팀(02-759-4517),
주 : 금융투자협회의 채권수익률 공시 관련 규정(2013.10.28일 시행)에 따라 국고채, 통안증권, 회사채 금리를 소수점 3자리로(기존2자리)로 확대 표기
#NAME?,,
- 통안증권(1년) : 2011.5.1부터 364일물(할인채)에서 1년물(이표채)로 고시기준 변경,,
- MMF(7일) : 종류형(운용)을 제외한 설정액 100억원 이상 펀드 기준(14.8.1부터 적용),,
                    2017.10.13(금)의 경우 연휴기간을 고려 9.29(금) 대비 10.13(금)중 단순수익률을 이용하여 추정,,
- CMA(수시형) : 2018.12월말부터 종금형에서 RP형 수익률로 변경,,
