결산년도,당기순익
21년03월(1Q),"13,710"
20년12월(4Q),"-3,434"
20년09월(3Q),"5,704"
20년06월(2Q),"4,191"
20년03월(1Q),363
19년12월(4Q),-568
19년09월(3Q),"1,372"
19년06월(2Q),838
19년03월(1Q),"2,119"
18년12월(4Q),"1,266"
18년09월(3Q),"3,466"
18년06월(2Q),"4,934"
18년03월(1Q),"5,527"
17년12월(4Q),"3,381"
17년09월(3Q),"5,455"
17년06월(2Q),"5,903"
17년03월(1Q),"5,481"
16년12월(4Q),"2,700"
16년09월(3Q),"2,974"
