일자,금리,달러환율
2021-03-10,1.182,1141.1
2021-03-11,1.179,1140.7
2021-03-12,1.223,1137.3
2021-03-15,1.238,1130.7
2021-03-16,1.177,1135.9
2021-03-17,1.177,1132.5
2021-03-18,1.133,1131.8
2021-03-19,1.146,1123.7
2021-03-22,1.13,1131.8
2021-03-23,1.132,1131.3
2021-03-24,1.115,1128.0
2021-03-25,1.089,1133.5
2021-03-26,1.117,1134.2
2021-03-29,1.119,1131.8
2021-03-30,1.155,1131.7
2021-03-31,1.133,1133.5
