date,open,high,low,close,volume
2018-11-02,1175000,1180000,1124000,1160000,48364
2018-11-05,1159000,1159000,1111000,1129000,25470
2018-11-06,1140000,1166000,1125000,1166000,29456
2018-11-07,1164000,1186000,1141000,1159000,30712
2018-11-08,1179000,1197000,1152000,1166000,59478
2018-11-09,1155000,1157000,1105000,1110000,77679
2018-11-12,1110000,1120000,1090000,1094000,55573
2018-11-13,1090000,1090000,1051000,1070000,143521
2018-11-14,1073000,1090000,1072000,1080000,34009
2018-11-15,1119000,1166000,1109000,1163000,55402
2018-11-16,1164000,1178000,1142000,1151000,27992
2018-11-19,1146000,1176000,1146000,1174000,32656
2018-11-20,1169000,1169000,1142000,1156000,30736
2018-11-21,1130000,1168000,1107000,1156000,40403
2018-11-22,1161000,1180000,1150000,1169000,35124
2018-11-23,1169000,1176000,1136000,1141000,17671
2018-11-26,1136000,1162000,1136000,1145000,26256
2018-11-27,1150000,1172000,1150000,1160000,85515
2018-11-28,1168000,1176000,1162000,1172000,18536
2018-11-29,1190000,1198000,1163000,1170000,34290
2018-11-30,1160000,1174000,1148000,1160000,39783
2018-12-03,1188000,1212000,1173000,1200000,35464
2018-12-04,1187000,1203000,1180000,1190000,37865
2018-12-05,1178000,1202000,1175000,1189000,27209
2018-12-06,1210000,1210000,1145000,1160000,48161
2018-12-07,1159000,1165000,1133000,1139000,27046
2018-12-10,1139000,1165000,1130000,1162000,24714
2018-12-11,1150000,1175000,1150000,1151000,31768
2018-12-12,1155000,1156000,1132000,1148000,38541
2018-12-13,1155000,1164000,1142000,1160000,57419
2018-12-14,1166000,1179000,1153000,1158000,41469
2018-12-17,1157000,1163000,1141000,1149000,22902
2018-12-18,1148000,1157000,1139000,1150000,52886
2018-12-19,1155000,1163000,1148000,1152000,35757
2018-12-20,1147000,1147000,1110000,1124000,45051
2018-12-21,1121000,1121000,1087000,1091000,53294
2018-12-24,1086000,1094000,1075000,1082000,17749
2018-12-26,1063000,1092000,1062000,1073000,26922
2018-12-27,1075000,1095000,1065000,1081000,25774
2018-12-28,1082000,1111000,1077000,1101000,23839
2019-01-02,1106000,1125000,1075000,1081000,26387
2019-01-03,1087000,1105000,1083000,1095000,24144
2019-01-04,1117000,1117000,1065000,1104000,32483
2019-01-07,1120000,1120000,1085000,1086000,32983
2019-01-08,1099000,1102000,1078000,1084000,21249
2019-01-09,1092000,1099000,1081000,1097000,31026
2019-01-10,1089000,1092000,1079000,1091000,32433
2019-01-11,1096000,1104000,1077000,1082000,34231
2019-01-14,1086000,1105000,1085000,1102000,39695
2019-01-15,1100000,1150000,1097000,1150000,44161
2019-01-16,1150000,1150000,1140000,1146000,34417
2019-01-17,1150000,1150000,1122000,1134000,28699
2019-01-18,1146000,1150000,1137000,1140000,24583
2019-01-21,1140000,1140000,1126000,1135000,25571
2019-01-22,1130000,1144000,1130000,1139000,36999
2019-01-23,1139000,1145000,1126000,1129000,34455
2019-01-24,1121000,1148000,1121000,1140000,40723
2019-01-25,1131000,1207000,1130000,1203000,78685
2019-01-28,1203000,1208000,1179000,1201000,26709
2019-01-29,1185000,1213000,1179000,1206000,23638
2019-01-30,1216000,1269000,1207000,1260000,50277
2019-01-31,1279000,1290000,1254000,1265000,35530
2019-02-01,1275000,1298000,1254000,1254000,30993
2019-02-07,1260000,1265000,1237000,1249000,25965
2019-02-08,1232000,1254000,1216000,1220000,28082
2019-02-11,1226000,1228000,1206000,1219000,19522
2019-02-12,1220000,1227000,1209000,1210000,25149
2019-02-13,1205000,1218000,1205000,1213000,17619
2019-02-14,1206000,1233000,1204000,1233000,32915
2019-02-15,1218000,1227000,1209000,1224000,21125
2019-02-18,1239000,1260000,1220000,1251000,32979
2019-02-19,1235000,1260000,1222000,1224000,21256
2019-02-20,1229000,1291000,1225000,1291000,57740
2019-02-21,1287000,1306000,1278000,1280000,28209
2019-02-22,1280000,1288000,1253000,1287000,24288
2019-02-25,1286000,1296000,1267000,1275000,19966
2019-02-26,1262000,1274000,1244000,1250000,49886
2019-02-27,1245000,1257000,1232000,1254000,28758
2019-02-28,1259000,1265000,1242000,1246000,46645
2019-03-04,1272000,1278000,1251000,1263000,41070
2019-03-05,1257000,1266000,1233000,1238000,20513
2019-03-06,1238000,1247000,1219000,1240000,27436
2019-03-07,1243000,1269000,1237000,1260000,38732
2019-03-08,1260000,1293000,1254000,1273000,54283
2019-03-11,1268000,1279000,1247000,1274000,29340
2019-03-12,1266000,1280000,1257000,1271000,21450
2019-03-13,1284000,1329000,1277000,1323000,45163
2019-03-14,1326000,1347000,1311000,1340000,43572
2019-03-15,1341000,1371000,1334000,1361000,52604
2019-03-18,1395000,1399000,1379000,1397000,43091
2019-03-19,1400000,1420000,1375000,1405000,34034
2019-03-20,1405000,1429000,1392000,1416000,26286
2019-03-21,1418000,1430000,1378000,1390000,43683
2019-03-22,1380000,1402000,1371000,1389000,30465
2019-03-25,1390000,1392000,1362000,1383000,23759
2019-03-26,1402000,1436000,1386000,1422000,31678
2019-03-27,1411000,1419000,1397000,1401000,20838
2019-03-28,1383000,1412000,1376000,1396000,35709
2019-03-29,1430000,1432000,1409000,1417000,37960
2019-04-01,1401000,1419000,1397000,1415000,26416
2019-04-02,1408000,1420000,1391000,1399000,21552
2019-04-03,1380000,1399000,1380000,1390000,25948
2019-04-04,1404000,1404000,1382000,1396000,33934
2019-04-05,1390000,1426000,1389000,1397000,18842
2019-04-08,1392000,1413000,1392000,1404000,19704
2019-04-09,1414000,1450000,1412000,1443000,31343
2019-04-10,1428000,1457000,1415000,1430000,33029
2019-04-11,1423000,1453000,1420000,1453000,32359
